instance,family,distribution,source_file,sha256,locations,customers,vehicle_limit,capacity,total_demand,capacity_vehicle_lower_bound,mean_demand,std_demand,min_demand,max_demand,mean_window_width,std_window_width,min_window_width,max_window_width,mean_service_time,depot_ready_time,depot_due_date,depot_x,depot_y,mean_depot_distance,max_depot_distance,mean_nearest_neighbor_distance,mean_preliminary_difficulty,individually_infeasible_customers,matrix_rows,matrix_columns,matrix_diagonal_max_abs,matrix_symmetry_max_abs,triangle_samples,triangle_max_violation,errors,warnings,valid
C2_10_10,C2,Clustered / type 2,C2_10_10.TXT,ab8a11873fe00fbb38d47d21f1e12e4da27cda32fc234455e539e331d1c158ee,1001,1000,250,700,19150.0,28,19.15,8.37720120326592,10.0,50.0,880.0,0.0,880.0,880.0,90.0,0.0,3914.0,250.0,250.0,170.20780521831048,311.62316987027776,4.63993252667385,0.5245182237983669,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_1,R1,Random / type 1,R1_10_1.TXT,4fdd2a2f4d369724ba3d7f038a4a709ebd095b48fc7a5ba6829a191d10b6a8fa,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,10.0,0.0,10.0,10.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.550140563005902,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_2,R1,Random / type 1,R1_10_2.TXT,fa9a6a0633d3b398ce56f87065239ed8e0e7df363ee9dfdb688bc33e9174eb6a,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,436.876,740.1329682050382,10.0,1884.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.47421100057260424,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_3,R1,Random / type 1,R1_10_3.TXT,152679b6f2f18ecad225d05281c6fc12bff0535aff84911e7ff934f7faff3dd1,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,865.944,857.3313915073915,10.0,1903.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.39941966143872476,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_4,R1,Random / type 1,R1_10_4.TXT,5e64492bdba6a27cab2edc9574e5408f1f2ae208ac811d70fee75691ef4f8480,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,1294.095,743.8611752034112,10.0,1904.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.32414707479752475,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_5,R1,Random / type 1,R1_10_5.TXT,38af87e75b1feaa5e02c145ca7d378ed570f1cfe27506bbe34fa06cf6974321b,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,30.0,0.0,30.0,30.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.550140563005902,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_6,R1,Random / type 1,R1_10_6.TXT,17c63722688374b141e4c8740ca9b1fad0d1f2586ddb269dc4a15f6b88eae067,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,451.876,731.4817363571015,30.0,1884.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.47429086865135334,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_7,R1,Random / type 1,R1_10_7.TXT,f163fdf95b18501afbd1c8ce76c944dd051ca2310f648f1f99f1000c474d1997,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,875.944,847.347765007969,30.0,1903.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.39958993122088693,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_8,R1,Random / type 1,R1_10_8.TXT,911721bcef6e0954fbb94393ebe7730f3c6454379d7fbfa78fd65277c222ec78,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,1299.095,735.2302346714259,30.0,1904.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.32440328089988996,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_9,R1,Random / type 1,R1_10_9.TXT,c09a2a8112138bf7af1956f5d2d29438402d3dc68fe5c6bf31881e3f67ceb48a,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,59.591,20.376793638843182,6.0,132.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.4083654307307708,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R1_10_10,R1,Random / type 1,R1_10_10.TXT,ef9ad8300be1bce235ae7417b41ef89dfe40a439a1ff64449e3b446be08d5773,1001,1000,250,200,18118.0,91,18.118,8.522680094899727,1.0,46.0,121.26,30.25558460846526,9.0,215.0,10.0,0.0,1925.0,250.0,250.0,192.38834084298418,343.6538956566621,7.829316949290059,0.3684900775690096,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_1,R2,Random / type 2,R2_10_1.TXT,5da1c7b570f131d05a516aa3cd59909e37df52bbd24a9d751db9fa88c32ceae7,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,120.292,38.977721021116665,6.0,237.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.36105970874904836,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_2,R2,Random / type 2,R2_10_2.TXT,77ea5365bf3256b4e94b7219887ab666bb7cc5d78e5a078e028106e9589d29b1,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,1964.775,3193.2981054663533,6.0,7664.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.44072271778957056,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_3,R2,Random / type 2,R2_10_3.TXT,c14854ecaf571a4214ed2e17b963bd21fd9f2e39d35d35f3b42975821adb0fa7,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,3807.154,3685.182890479657,6.0,7675.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.3607659479756937,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_4,R2,Random / type 2,R2_10_4.TXT,3d0d421465fbf307f680f12de5b5789e0737ec29f784dc9e8ea7dd3af8b777e0,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,5650.283,3191.7438636129627,15.0,7676.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.2807896953210915,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_5,R2,Random / type 2,R2_10_5.TXT,70cd5ee729fc7c0e4934aac9db7d26ea97c98367a128d4d347db2f6625c9e5d5,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,240.0,0.0,240.0,240.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.5259832296725685,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_6,R2,Random / type 2,R2_10_6.TXT,e601f98d1e2f3134e2c043f5b92ba605fd02dc36f405f161abd7ac822eede417,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,2053.781,3141.7351398612523,240.0,7664.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.4445455051754422,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_7,R2,Random / type 2,R2_10_7.TXT,2676e341b6d7d92f5c63de5af1105eb5a35dc12a7b9a069563883481f4b2b78f,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,3865.958,3626.2813250265076,240.0,7675.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.36342066522513533,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_8,R2,Random / type 2,R2_10_8.TXT,557c1da255451d54a0c0d6e2934b2fadcf899169410737cedee4b0647e87129b,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,5679.509,3141.0720265410982,240.0,7676.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.28214653431664255,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_9,R2,Random / type 2,R2_10_9.TXT,6f5a2179e2e0b607767991d65f82553552031a522622af7de5071b301bed6562,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,374.173,170.23603928369576,10.0,1014.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.40507585915464045,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
R2_10_10,R2,Random / type 2,R2_10_10.TXT,00ed9703a3bf19d0a9f34db0eb00ca7e9cc9a79d26a119a2148bfdbb5bf7c36b,1001,1000,250,1000,18118.0,19,18.118,8.522680094899727,1.0,46.0,480.888,61.66243147979165,265.0,688.0,10.0,0.0,7697.0,250.0,250.0,192.38834084298415,343.6538956566621,7.829316949290059,0.35585872218635944,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_1,RC1,Mixed / type 1,RC1_10_1.TXT,2595ef62630050a5bc331ec25a63ebf4ec03b843bdb3dd479459007d43245cfe,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,30.0,0.0,30.0,30.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5536713685908908,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_2,RC1,Mixed / type 1,RC1_10_2.TXT,d4ebff2265fc9008dc19602dde17b854379b1443c7d4c3c9811a4e4816051333,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,426.199,687.2901580839056,30.0,1803.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.47918387094095666,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_3,RC1,Mixed / type 1,RC1_10_3.TXT,9f1ef38f15d2dad858b1beb58e3040b1179a53f3fe389ac5e47172123f06723f,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,821.202,793.0084597253675,30.0,1806.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.405172494717017,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_4,RC1,Mixed / type 1,RC1_10_4.TXT,ed6940c6a0c5c1e1631c39017ae79ac1937892c35ef7ca74d4e8c1313c40a767,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,1216.957,688.424736010408,30.0,1806.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.3308941538761762,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_5,RC1,Mixed / type 1,RC1_10_5.TXT,388ae5c95539e610512c0944a658cbae47ebdc4173b0979ec4e365cb2b4c37fa,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,61.537,27.24009234565845,5.0,154.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.42719038425084693,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_6,RC1,Mixed / type 1,RC1_10_6.TXT,a0961b735555e98bf9f529c12d0bc2717f17208e01cbe5b7bc22a593266a1b71,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,60.0,0.0,60.0,60.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5536713685908908,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_7,RC1,Mixed / type 1,RC1_10_7.TXT,637d9b2a639991a26702f387d81bf2258c562a64977a12761fc56f7ff759be04,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,90.143,29.26244266974307,7.0,175.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.38870509874962195,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_8,RC1,Mixed / type 1,RC1_10_8.TXT,9cf21237d1a24c743ca2f23763722ed392880b58ac7f95036720f0a0e9bc14c3,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,120.023,28.743390040146625,20.0,220.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.3869663685908917,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_9,RC1,Mixed / type 1,RC1_10_9.TXT,ae120dafd27affc04f085162c3f425d7ebd647e07531642d094450257b2aa3c6,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,120.0,0.0,120.0,120.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5536713685908908,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC1_10_10,RC1,Mixed / type 1,RC1_10_10.TXT,da633bc86e8fa73ccf191fb009e5c0e7c42f42f60fcb4687ed94d7505790cf33,1001,1000,250,200,17822.0,90,17.822,8.074547417657538,1.0,44.0,150.0,0.0,150.0,150.0,10.0,0.0,1821.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5536713685908908,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_1,RC2,Mixed / type 2,RC2_10_1.TXT,a2f226b174967844e071e817a4f2ad6f8fa49d912d2ec221175da6cf335576e2,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,120.0,0.0,120.0,120.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5299087019242242,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_2,RC2,Mixed / type 2,RC2_10_2.TXT,8c4114b67e4b2bd3c254f550fa70896ee443c5446f50420f2f403f919a3b8a09,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,1859.748,3013.565887863745,120.0,7266.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.44875616903869375,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_3,RC2,Mixed / type 2,RC2_10_3.TXT,fdeafb1b29d1e74fa494b8fdbf1ff259cbe80120f176bcf048366af2b73ea439,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,3599.692,3480.121276498278,120.0,7272.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.3677306631471921,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_4,RC2,Mixed / type 2,RC2_10_4.TXT,8410f80f2a43a7effdc701b57bf6b3864d922958737717083e997dad5f3085ba,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,5340.014,3014.508756962567,120.0,7272.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.2866194588220616,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_5,RC2,Mixed / type 2,RC2_10_5.TXT,c53f7d1b8b7da3e521a15513a7d40e9a69ad26258b4b68af2965eddc323d1a72,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,277.397,153.9878611806788,5.0,771.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.4113721483994201,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_6,RC2,Mixed / type 2,RC2_10_6.TXT,c82508b391f3639abc62ae42d815528aacae56417e194db792ea9922fe3b5b6e,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,240.0,0.0,240.0,240.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5299087019242242,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_7,RC2,Mixed / type 2,RC2_10_7.TXT,c25d224ae70b9ae3d4d97418cf7ddeead0ed447bad6dd97204d68d163ac0dac9,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,367.802,171.58275203527887,5.0,995.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.4077531463686687,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_8,RC2,Mixed / type 2,RC2_10_8.TXT,1ef5327f6f0d2950045638bd9fb252603a7aa28c39458444c4b9ee6077a48ed3,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,466.516,180.97001338343324,6.0,1032.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.3802933672913458,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_9,RC2,Mixed / type 2,RC2_10_9.TXT,6276a2c9745d29e15288a1cbed3d65a1f1f72ca327e6f875e9fef2018ec94f1c,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,480.0,0.0,480.0,480.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5299087019242242,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
RC2_10_10,RC2,Mixed / type 2,RC2_10_10.TXT,25f022e60b4f5bf797c94a173fbe0908a689e4626b4710f001a19b1eda30abe0,1001,1000,250,1000,17822.0,18,17.822,8.074547417657538,1.0,44.0,600.0,0.0,600.0,600.0,10.0,0.0,7284.0,250.0,250.0,197.7606027883456,345.79329085452196,6.357136235698835,0.5299087019242242,0,1001,1001,0.0,0.0,3000,0.0,0,0,True
